year,id,type,f_value
6,1,limited-ov/uv,0.23257525303945048
6,2,uv,0.45296235158457127
6,3,limited-ov/uv,0.3164271456312222
6,4,limited-ov/uv,0.3651995000122743
6,5,limited-ov/uv,0.12369753985635622
6,6,limited-ov/uv,0.2029426175525142
6,7,limited-ov/uv,0.305553840489162
6,8,uv,0.2683602846209857
6,9,limited-ov/uv,0.12655572490287476
6,10,limited-ov/uv,0.1740807417324738
6,11,limited-ov/uv,0.20764714696747325
6,12,limited-ov/uv,0.14179572319278627
6,13,uv,0.2496980022459173
6,14,limited-ov/uv,0.20728756971158113
6,15,limited-ov/uv,0.15886830950563405
6,16,limited-ov/uv,0.20653920749480348
6,17,limited-ov/uv,0.09077839314904729
6,18,uv,0.4232141349371286
6,19,limited-ov/uv,0.20385956814435932
6,20,limited-ov/uv,0.21094267589993573
6,21,limited-ov/uv,0.3169891831523948
6,22,limited-ov/uv,0.20916331169292923
6,23,limited-ov/uv,0.2973516770378352
6,24,uv,0.35235865775019515
6,25,limited-ov/uv,0.1835144468182799
6,26,limited-ov/uv,0.12620524275573647
6,27,limited-ov/uv,0.12306783290897322
6,28,limited-ov/uv,0.1573972249368707
6,29,limited-ov/uv,0.18253508571313026
6,30,limited-ov/uv,0.12682979851121837
6,31,limited-ov/uv,0.17429828640580733
6,32,uv,0.2928496261767832
6,33,limited-ov/uv,0.11206380656511106
6,34,limited-ov/uv,0.1828314723595723
6,35,limited-ov/uv,0.19768112767099413
6,36,limited-ov/uv,0.12876337692282205
6,37,limited-ov/uv,0.13557213300692864
6,38,limited-ov/uv,0.15020529480854297
6,39,limited-ov/uv,0.2180732973103312
6,40,limited-ov/uv,0.2510101172591778
6,41,limited-ov/uv,0.13238961305426636
6,42,limited-ov/uv,0.13709736464029285
6,43,limited-ov/uv,0.1655698260378643
6,44,limited-ov/uv,0.10399992394515141
6,45,limited-ov/uv,0.12740715457876414
6,46,limited-ov/uv,0.1713598516016576
6,47,limited-ov/uv,0.2888089324925902
6,48,limited-ov/uv,0.19909427130926527
6,49,uv,0.33410918897389646
6,50,limited-ov/uv,0.15346530423220914
6,51,limited-ov/uv,0.23701386664247226
6,52,uv,0.46213476916606927
6,53,limited-ov/uv,0.409723359419562
6,54,limited-ov/uv,0.14542429726983327
6,55,limited-ov/uv,0.35460268241029963
6,56,limited-ov/uv,0.37359666640633354
6,57,limited-ov/uv,0.3028870840327411
6,58,limited-ov/uv,0.27600308440994176
6,59,limited-ov/uv,0.09160383423537112
6,60,limited-ov/uv,0.42829424340160455
6,61,limited-ov/uv,0.22645701898613083
6,62,limited-ov/uv,0.3382469269922847
6,63,limited-ov/uv,0.21282245979125983
6,64,limited-ov/uv,0.34805091164283725
6,65,limited-ov/uv,0.16812380148060435
6,66,limited-ov/uv,0.10878157921010323
6,67,limited-ov/uv,0.25695146604606084
6,68,limited-ov/uv,0.11949646000224577
6,69,limited-ov/uv,0.22115262997431628
6,70,uv,0.24194261271314607
6,71,limited-ov/uv,0.27885472065935385
6,72,limited-ov/uv,0.18337290090303196
6,73,limited-ov/uv,0.15129958665266915
6,74,limited-ov/uv,0.2694267662485447
6,75,limited-ov/uv,0.2624182371413252
6,76,limited-ov/uv,0.36430493018988486
6,77,limited-ov/uv,0.2972797905671934
6,78,limited-ov/uv,0.30092478955340224
6,79,uv,0.29211632131890797
6,80,limited-ov/uv,0.1354722476136255
6,81,limited-ov/uv,0.2846824263864371
6,82,limited-ov/uv,0.39726592963246316
6,83,limited-ov/uv,0.4280638231997469
6,84,limited-ov/uv,0.38316427530214253
6,85,limited-ov/uv,0.321048415342765
6,86,limited-ov/uv,0.2928779809280687
6,87,limited-ov/uv,0.197935235421966
6,88,limited-ov/uv,0.3279034628527214
6,89,limited-ov/uv,0.29809274549980036
6,90,limited-ov/uv,0.3523155731185539
6,91,limited-ov/uv,0.14804766063978345
6,92,limited-ov/uv,0.40754207461734976
6,93,limited-ov/uv,0.26775338051980996
6,94,limited-ov/uv,0.1925714057147316
6,95,limited-ov/uv,0.29656839015755226
6,96,limited-ov/uv,0.3707617713379083
6,97,limited-ov/uv,0.4451777818617189
6,98,limited-ov/uv,0.3874819639676912
6,99,limited-ov/uv,0.3812425986813337
6,100,limited-ov/uv,0.37286860164278995
6,101,normal,0.20950292343566626
6,102,limited-ov/uv,0.07797708000808685
6,103,limited-ov/uv,0.35617311471675345
6,104,limited-ov/uv,0.14648761410054537
6,105,limited-ov/uv,0.1661979115961236
6,106,limited-ov/uv,0.2951468903340577
6,107,limited-ov/uv,0.36288840757119045
6,108,limited-ov/uv,0.36593685129147335
6,109,limited-ov/uv,0.3124587418840739
6,110,limited-ov/uv,0.2810157563544839
6,111,limited-ov/uv,0.4241868104177747
6,112,limited-ov/uv,0.4358243054913779
6,113,limited-ov/uv,0.39388775305499135
6,114,limited-ov/uv,0.3000752333429797
6,115,limited-ov/uv,0.2959230983102458
6,116,limited-ov/uv,0.27205117501733767
6,117,limited-ov/uv,0.438186052011309
6,118,limited-ov/uv,0.4443135657552684
6,119,limited-ov/uv,0.44597427529258704
6,120,limited-ov/uv,0.31557547665930624
6,121,limited-ov/uv,0.14769084137941246
6,122,limited-ov/uv,0.09996461570321868
6,123,limited-ov/uv,0.11809437464866968
6,124,limited-ov/uv,0.18626627616061697
6,125,normal,0.02585985244862858
6,126,limited-ov/uv,0.1209658791601896
6,127,limited-ov/uv,0.3132193503714666
6,128,limited-ov/uv,0.26990885833494965
6,129,limited-ov/uv,0.27352483847720616
6,130,limited-ov/uv,0.3807129438939803
6,131,limited-ov/uv,0.36208230933447494
6,132,limited-ov/uv,0.3240483551490733
6,133,limited-ov/uv,0.08294658687680417
6,134,limited-ov/uv,0.14694331198330388
6,135,limited-ov/uv,0.09033395087410606
6,136,limited-ov/uv,0.1389409630304932
6,137,limited-ov/uv,0.39308261512767223
6,138,limited-ov/uv,0.2861225128388019
6,139,limited-ov/uv,0.27000767645556006
6,140,limited-ov/uv,0.15211059442933428
6,141,limited-ov/uv,0.22688077611657012
6,142,limited-ov/uv,0.29200176241987924
6,143,normal,0.2825159829203289
6,144,limited-ov/uv,0.39418070240240416
6,145,limited-ov/uv,0.3303224367145046
6,146,limited-ov/uv,0.29670232935856017
6,147,limited-ov/uv,0.24200999026135386
6,148,limited-ov/uv,0.29868098478832467
6,149,limited-ov/uv,0.30684446025159423
6,150,limited-ov/uv,0.17939619999388032
6,151,limited-ov/uv,0.30012847898577405
6,152,limited-ov/uv,0.3499521556264387
6,153,limited-ov/uv,0.22390161080550866
6,154,limited-ov/uv,0.11104182747015716
6,155,limited-ov/uv,0.3613155611098889
6,156,limited-ov/uv,0.3728617034124657
6,157,limited-ov/uv,0.2895425424696643
6,158,limited-ov/uv,0.28266658072070516
6,159,limited-ov/uv,0.4122432220390737
6,160,limited-ov/uv,0.3652528754886359
6,161,normal,0.2881405656486513
6,162,limited-ov/uv,0.3569384576651024
6,163,limited-ov/uv,0.24623457366075754
6,164,limited-ov/uv,0.1364223038319552
6,165,normal,0.2682632189239498
6,166,limited-ov/uv,0.12789519929107215
6,167,limited-ov/uv,0.10427991823553773
6,168,limited-ov/uv,0.35894730194290325
6,169,limited-ov/uv,0.18371738456964604
6,170,normal,0.07429115345642211
6,171,limited-ov/uv,0.09553082176788108
6,172,limited-ov/uv,0.11979472923632606
6,173,limited-ov/uv,0.2770577131949397
6,174,limited-ov/uv,0.39498505178751914
6,175,limited-ov/uv,0.40978870878511714
6,176,normal,0.2621588911770657
6,177,normal,0.293417050425737
6,178,normal,0.27615094112858757
6,179,limited-ov/uv,0.41864890618581835
6,180,limited-ov/uv,0.3224002812158749
6,181,limited-ov/uv,0.3308082174609187
6,182,limited-ov/uv,0.4030774763398835
6,183,limited-ov/uv,0.36038626850799105
6,184,limited-ov/uv,0.3212204607269929
6,185,limited-ov/uv,0.2597817633553743
6,186,limited-ov/uv,0.37064516451778756
6,187,limited-ov/uv,0.38552900066281065
6,188,limited-ov/uv,0.3518197684402778
6,189,limited-ov/uv,0.37001717749612767
6,190,limited-ov/uv,0.3231896856009168
6,191,limited-ov/uv,0.2958327685894481
6,192,limited-ov/uv,0.29434540077428134
6,193,limited-ov/uv,0.4122512022435614
6,194,limited-ov/uv,0.2719424875704202
6,195,limited-ov/uv,0.36627519676028736
6,196,limited-ov/uv,0.28338583795726907
6,197,limited-ov/uv,0.3356476204387701
6,198,limited-ov/uv,0.16788912169427117
6,199,normal,0.21173372521148462
6,200,limited-ov/uv,0.31431859377619487
6,201,limited-ov/uv,0.3193540599573353
6,202,limited-ov/uv,0.37597094705042916
6,203,limited-ov/uv,0.38243261766010167
6,204,limited-ov/uv,0.13957990917976992
